cardFull;artist;scarcity;serial;priceETH;priceEUR;date
skuna-season-1-common;Skuna;Common;1009;0,002;1,876;22/10/2022 11:53:13
di-meh-season-1-common;Di-Meh;Common;1016;0,002;2,462;21/10/2022 23:37:13
benjamin-epps-season-1-common;Benjamin Epps;Common;1243;0,002;2,345;21/10/2022 05:29:14
youv-dee-season-1-common;Youv Dee;Common;1144;0,004;4,631;19/10/2022 15:18:14
jeanjass-season-1-common;JeanJass;Common;1107;0,007;8,207;18/10/2022 16:54:14
azur-season-1-common;Azur;Common;1069;0,003;3,517;18/10/2022 10:30:13
thahomey-season-1-common;thaHomey;Common;1302;0,003;3,517;17/10/2022 22:30:14
zinee-season-1-common;Zinée;Common;1249;0,004;5,159;17/10/2022 22:20:14
jewel-usain-season-1-common;Jewel Usain;Common;1093;0,003;3,517;17/10/2022 12:01:14
8ruki-season-1-common;8ruki;Common;1227;0,003;3,635;17/10/2022 11:56:14
youv-dee-season-1-common;Youv Dee;Common;1278;0,003;3,986;17/10/2022 11:36:14
mahdi-ba-season-1-common;Mahdi Ba;Common;1151;0,004;4,69;16/10/2022 23:14:13
jwles-season-1-common;Jwles;Common;1227;0,002;1,993;16/10/2022 22:53:13
so-la-lune-season-1-common;So La Lune;Common;1334;0,006;7,386;16/10/2022 19:39:14
mahdi-ba-season-1-common;Mahdi Ba;Common;1150;0,004;4,69;16/10/2022 15:52:14
jwles-season-1-common;Jwles;Common;1423;0,002;2,263;16/10/2022 13:29:14
caballero-season-1-common;Caballero;Common;1044;0,008;9,38;16/10/2022 09:39:14
flem-season-1-common;Flem;Common;1133;0,003;3,517;15/10/2022 23:29:14
le-reglement-season-1-common;Le Règlement;Common;1144;0,006;6,917;14/10/2022 22:40:14
deen-burbigo-season-1-common;Deen Burbigo;Common;1068;0,008;9,38;14/10/2022 16:47:14
rowjay-season-1-common;Rowjay;Common;1399;0,002;2,345;14/10/2022 15:31:14
deen-burbigo-season-1-common;Deen Burbigo;Common;1333;0,006;7,269;14/10/2022 14:17:13
di-meh-season-1-common;Di-Meh;Common;1379;0,002;2,228;13/10/2022 13:40:14
thahomey-season-1-common;thaHomey;Common;1334;0,002;2,11;13/10/2022 13:17:13
youv-dee-season-1-common;Youv Dee;Common;1078;0,005;6,144;13/10/2022 10:39:13
jewel-usain-season-1-common;Jewel Usain;Common;1168;0,002;2,645;12/10/2022 00:44:14
zuukou-mayzie-season-1-common;Zuukou Mayzie;Common;1480;0,007;8,207;11/10/2022 22:06:14
caballero-season-1-common;Caballero;Common;1097;0,006;6,613;11/10/2022 18:10:13
jeanjass-season-1-common;JeanJass;Common;1121;0,006;7,035;11/10/2022 08:45:13
deen-burbigo-season-1-common;Deen Burbigo;Common;1276;0,007;8,442;11/10/2022 06:59:13
zuukou-mayzie-season-1-common;Zuukou Mayzie;Common;1179;0,007;7,82;10/10/2022 23:06:14
jewel-usain-season-1-common;Jewel Usain;Common;1441;0,003;3,025;10/10/2022 18:24:15
di-meh-season-1-common;Di-Meh;Common;1017;0,002;2,579;10/10/2022 18:19:15
winnterzuko-season-1-common;Winnterzuko;Common;1032;0,007;7,738;10/10/2022 16:47:14
skuna-season-1-common;Skuna;Common;1116;0,002;2,579;10/10/2022 13:04:14
jwles-season-1-common;Jwles;Common;1012;0,002;2,228;10/10/2022 13:03:14
so-la-lune-season-1-common;So La Lune;Common;1363;0,005;5,862;10/10/2022 09:09:13
winnterzuko-season-1-common;Winnterzuko;Common;1183;0,006;7,035;09/10/2022 23:19:13
slimka-season-1-common;Slimka;Common;1294;0,003;3,048;09/10/2022 14:25:13
caballero-season-1-common;Caballero;Common;1122;0,006;6,917;09/10/2022 01:00:13
azur-season-1-common;Azur;Common;1167;0,002;2,579;08/10/2022 19:35:14
le-reglement-season-1-common;Le Règlement;Common;1055;0,006;7,269;08/10/2022 18:33:13
le-reglement-season-1-common;Le Règlement;Common;1055;0,004;4,104;08/10/2022 14:55:14
lycos-season-1-common;Lycos;Common;1114;0,003;3,4;08/10/2022 09:51:14
benjamin-epps-season-1-common;Benjamin Epps;Common;1137;0,003;3,517;07/10/2022 22:04:14
8ruki-season-1-common;8ruki;Common;1193;0,003;3,517;07/10/2022 20:32:16
sheldon-season-1-common;Sheldon;Common;1087;0,003;3,869;07/10/2022 20:29:15
skuna-season-1-common;Skuna;Common;1114;0,002;2,579;07/10/2022 18:30:14
winnterzuko-season-1-common;Winnterzuko;Common;1183;0,007;7,82;07/10/2022 18:09:14
livai-season-1-common;Livaï;Common;1171;0,002;2,345;07/10/2022 18:08:13
jeanjass-season-1-common;JeanJass;Common;1172;0,004;4,455;07/10/2022 17:59:14
sheldon-season-1-common;Sheldon;Common;1130;0,002;2,345;07/10/2022 17:56:14
jwles-season-1-common;Jwles;Common;1256;0,002;1,759;07/10/2022 17:52:14
thahomey-season-1-common;thaHomey;Common;1302;0,002;2,685;07/10/2022 16:38:15
slimka-season-1-common;Slimka;Common;1050;0,002;2,697;07/10/2022 14:19:15
jeanjass-season-1-common;JeanJass;Common;1303;0,004;4,69;07/10/2022 10:56:14
jwles-season-1-common;Jwles;Common;1124;0,002;2,345;07/10/2022 02:15:13
jewel-usain-season-1-common;Jewel Usain;Common;1145;0,002;2,697;06/10/2022 21:38:19
livai-season-1-common;Livaï;Common;1146;0,003;3,435;06/10/2022 20:17:21
benjamin-epps-season-1-common;Benjamin Epps;Common;1140;0,005;5,276;06/10/2022 15:35:14
youv-dee-season-1-common;Youv Dee;Common;1109;0,003;3,869;06/10/2022 15:21:14
so-la-lune-season-1-common;So La Lune;Common;1426;0,005;5,276;06/10/2022 13:07:16
deen-burbigo-season-1-common;Deen Burbigo;Common;1093;0,006;6,788;06/10/2022 05:39:17
rowjay-season-1-common;Rowjay;Common;1103;0,002;2,72;06/10/2022 04:53:14
sheldon-season-1-common;Sheldon;Common;1118;0,003;3,752;05/10/2022 16:26:15
spider-zed-season-1-common;Spider Zed;Common;1048;0,005;5,276;05/10/2022 13:33:16
mahdi-ba-season-1-common;Mahdi Ba;Common;1029;0,004;4,69;05/10/2022 12:32:14
zinee-season-1-common;Zinée;Common;1119;0,003;3,44;05/10/2022 02:20:14
winnterzuko-season-1-common;Winnterzuko;Common;1299;0,01;11,724;04/10/2022 20:05:14
le-reglement-season-1-common;Le Règlement;Common;1161;0,006;7,035;04/10/2022 19:41:16
youv-dee-season-1-common;Youv Dee;Common;1135;0,003;3,44;04/10/2022 15:26:15
azur-season-1-common;Azur;Common;1256;0,002;2,685;04/10/2022 13:11:15
lycos-season-1-common;Lycos;Common;1165;0,002;2,697;04/10/2022 12:26:14
mahdi-ba-season-1-common;Mahdi Ba;Common;1319;0,003;3,517;04/10/2022 09:43:14
youv-dee-season-1-common;Youv Dee;Common;1323;0,004;4,221;04/10/2022 08:36:19
lycos-season-1-common;Lycos;Common;1424;0,002;2,697;04/10/2022 07:14:14
slimka-season-1-common;Slimka;Common;1239;0,003;2,931;03/10/2022 22:28:14
youv-dee-season-1-common;Youv Dee;Common;1222;0,005;5,862;03/10/2022 13:39:16
winnterzuko-season-1-common;Winnterzuko;Common;1155;0,005;5,862;03/10/2022 07:49:14
di-meh-season-1-common;Di-Meh;Common;1464;0,003;3,517;01/10/2022 18:45:17
livai-season-1-common;Livaï;Common;1042;0,003;3,517;01/10/2022 13:49:18
jeanjass-season-1-common;JeanJass;Common;1219;0,004;5,041;01/10/2022 13:49:16
le-reglement-season-1-common;Le Règlement;Common;1446;0,006;7,504;01/10/2022 05:57:14
mahdi-ba-season-1-common;Mahdi Ba;Common;1112;0,003;3,517;30/09/2022 23:34:16
di-meh-season-1-common;Di-Meh;Common;1498;0,004;4,455;30/09/2022 23:34:15
livai-season-1-common;Livaï;Common;1099;0,002;2,544;30/09/2022 22:08:21
jeanjass-season-1-common;JeanJass;Common;1442;0,004;5,041;30/09/2022 22:08:19
8ruki-season-1-common;8ruki;Common;1195;0,002;1,759;30/09/2022 21:38:23
zinee-season-1-common;Zinée;Common;1445;0,004;5,041;30/09/2022 17:12:15
caballero-season-1-common;Caballero;Common;1345;0,007;8,207;30/09/2022 12:36:15
rowjay-season-1-common;Rowjay;Common;1169;0,002;2,345;30/09/2022 12:14:15
jeanjass-season-1-common;JeanJass;Common;1368;0,004;4,69;30/09/2022 12:06:15
benjamin-epps-season-1-common;Benjamin Epps;Common;1072;0,004;4,221;30/09/2022 11:41:15
caballero-season-1-common;Caballero;Common;1428;0,007;8,09;30/09/2022 10:06:17
di-meh-season-1-common;Di-Meh;Common;1304;0,002;2,814;30/09/2022 09:43:19
zuukou-mayzie-season-1-common;Zuukou Mayzie;Common;1166;0,001;1,29;30/09/2022 09:32:18
azur-season-1-common;Azur;Common;1125;0,003;3,517;30/09/2022 09:23:18
zuukou-mayzie-season-1-common;Zuukou Mayzie;Common;1104;0,006;6,917;30/09/2022 08:30:18
flem-season-1-common;Flem;Common;1221;0,007;8,207;30/09/2022 00:32:21
di-meh-season-1-common;Di-Meh;Common;1126;0,004;4,69;29/09/2022 21:54:14
sheldon-season-1-common;Sheldon;Common;1377;0,005;5,276;29/09/2022 21:17:14
azur-season-1-common;Azur;Common;1179;0,004;4,338;29/09/2022 21:17:14
di-meh-season-1-common;Di-Meh;Common;1128;0,004;4,69;29/09/2022 21:17:14
mahdi-ba-season-1-common;Mahdi Ba;Common;1286;0,004;4,221;29/09/2022 20:10:16
azur-season-1-common;Azur;Common;1096;0,004;4,104;29/09/2022 19:24:17
zuukou-mayzie-season-1-common;Zuukou Mayzie;Common;1104;0,005;5,862;29/09/2022 16:53:17
caballero-season-1-common;Caballero;Common;1070;0,014;16,414;29/09/2022 16:33:19
moji-x-sboy-season-1-common;Moji x Sboy;Common;1163;0,004;4,69;29/09/2022 15:32:16
sheldon-season-1-common;Sheldon;Common;1412;0,005;5,428;29/09/2022 11:42:15
azur-season-1-common;Azur;Common;1023;0,003;2,931;29/09/2022 10:58:14
jmks-season-1-common;JMK$;Common;1189;0,004;4,104;29/09/2022 10:28:21
livai-season-1-common;Livaï;Common;1114;0,005;5,862;29/09/2022 10:28:16
so-la-lune-season-1-common;So La Lune;Common;1283;0,011;13,249;29/09/2022 08:41:15
jewel-usain-season-1-common;Jewel Usain;Common;1427;0,004;4,69;29/09/2022 08:02:18
livai-season-1-common;Livaï;Common;1336;0,005;5,276;29/09/2022 03:22:15
moji-x-sboy-season-1-common;Moji x Sboy;Common;1162;0,004;4,69;29/09/2022 01:19:19
mahdi-ba-season-1-common;Mahdi Ba;Common;1426;0,004;4,221;29/09/2022 00:14:16
jeanjass-season-1-common;JeanJass;Common;1287;0,007;8,207;28/09/2022 23:26:17
youv-dee-season-1-common;Youv Dee;Common;1288;0,005;5,862;28/09/2022 22:35:19
jwles-season-1-common;Jwles;Common;1111;0,005;5,862;28/09/2022 22:35:18
jwles-season-1-common;Jwles;Common;1345;0,004;4,315;28/09/2022 21:22:19
so-la-lune-season-1-common;So La Lune;Common;1387;0,01;11,724;28/09/2022 20:20:15
le-reglement-season-1-common;Le Règlement;Common;1186;0,008;9,38;28/09/2022 19:28:23
lycos-season-1-common;Lycos;Common;1159;0,003;3,517;28/09/2022 19:28:20
8ruki-season-1-common;8ruki;Common;1134;0,004;4,104;28/09/2022 19:12:19
youv-dee-season-1-common;Youv Dee;Common;1283;0,004;4,69;28/09/2022 19:12:14
winnterzuko-season-1-common;Winnterzuko;Common;1291;0,013;15,242;28/09/2022 17:26:17
livai-season-1-common;Livaï;Common;1068;0,004;4,69;28/09/2022 17:01:17
slimka-season-1-common;Slimka;Common;1231;0,005;5,862;28/09/2022 16:39:19
azur-season-1-common;Azur;Common;1483;0,003;3,283;28/09/2022 15:38:18
deen-burbigo-season-1-common;Deen Burbigo;Common;1214;0,011;12,897;28/09/2022 15:38:17
jwles-season-1-common;Jwles;Common;1124;0,004;4,361;28/09/2022 15:11:15
8ruki-season-1-common;8ruki;Common;1193;0,003;3,635;28/09/2022 15:11:15
zuukou-mayzie-season-1-common;Zuukou Mayzie;Common;1177;0,014;16,414;28/09/2022 13:53:20
winnterzuko-season-1-common;Winnterzuko;Common;1147;0,013;15,722;28/09/2022 12:24:15
jewel-usain-season-1-common;Jewel Usain;Common;1152;0,003;3,517;28/09/2022 09:41:17
skuna-season-1-common;Skuna;Common;1107;0,002;2,345;28/09/2022 08:32:18
deen-burbigo-season-1-common;Deen Burbigo;Common;1099;0,009;10,552;28/09/2022 08:32:16
8ruki-season-1-common;8ruki;Common;1138;0,005;5,862;27/09/2022 22:04:19
mahdi-ba-season-1-common;Mahdi Ba;Common;1329;0,004;4,69;27/09/2022 21:34:29
jeanjass-season-1-common;JeanJass;Common;1170;0,008;9,38;27/09/2022 21:34:24
jmks-season-1-common;JMK$;Common;1379;0,005;5,276;27/09/2022 21:34:22
caballero-season-1-common;Caballero;Common;1091;0,015;17,587;27/09/2022 21:34:19
jeanjass-season-1-common;JeanJass;Common;1232;0,01;11,724;27/09/2022 19:31:16
spider-zed-season-1-common;Spider Zed;Common;1410;0,004;5,006;27/09/2022 19:31:15
jewel-usain-season-1-common;Jewel Usain;Common;1087;0,005;5,276;27/09/2022 18:37:21
so-la-lune-season-1-common;So La Lune;Common;1231;0,009;10,552;27/09/2022 18:37:15
winnterzuko-season-1-common;Winnterzuko;Common;1257;0,015;17,587;27/09/2022 17:47:20
azur-season-1-common;Azur;Common;1184;0,004;4,573;27/09/2022 17:47:19
jeanjass-season-1-common;JeanJass;Common;1270;0,01;11,138;27/09/2022 17:47:14
youv-dee-season-1-common;Youv Dee;Common;1124;0,006;7,035;27/09/2022 17:04:15
zinee-season-1-common;Zinée;Common;1379;0,004;4,69;27/09/2022 15:30:22
zinee-season-1-common;Zinée;Common;1424;0,01;11,724;27/09/2022 14:14:19
8ruki-season-1-common;8ruki;Common;1016;0,006;6,448;27/09/2022 14:14:19
deen-burbigo-season-1-common;Deen Burbigo;Common;1276;0,005;5,862;27/09/2022 12:02:14
rowjay-season-1-common;Rowjay;Common;1312;0,006;6,448;27/09/2022 10:50:17
azur-season-1-common;Azur;Common;1124;0,004;4,514;27/09/2022 10:50:15
mahdi-ba-season-1-common;Mahdi Ba;Common;1113;0,009;10,552;27/09/2022 10:50:14
le-reglement-season-1-common;Le Règlement;Common;1270;0,015;17,587;27/09/2022 08:57:17
caballero-season-1-common;Caballero;Common;1323;0,018;20,987;27/09/2022 04:44:15
zuukou-mayzie-season-1-common;Zuukou Mayzie;Common;1256;0,015;17,587;27/09/2022 01:25:24
jmks-season-1-common;JMK$;Common;1275;0,004;4,69;26/09/2022 23:52:14
moji-x-sboy-season-1-common;Moji x Sboy;Common;1330;0,005;6,097;26/09/2022 22:54:20
spider-zed-season-1-common;Spider Zed;Common;1162;0,005;5,862;26/09/2022 22:09:22
spider-zed-season-1-common;Spider Zed;Common;1285;0,004;4,69;26/09/2022 22:09:16
moji-x-sboy-season-1-common;Moji x Sboy;Common;1215;0,005;6,097;26/09/2022 21:40:23
skuna-season-1-common;Skuna;Common;1140;0,004;4,69;26/09/2022 21:40:17
zuukou-mayzie-season-1-common;Zuukou Mayzie;Common;1166;0,02;23,449;26/09/2022 21:30:21
mahdi-ba-season-1-common;Mahdi Ba;Common;1049;0,019;22,276;26/09/2022 18:46:18
jwles-season-1-common;Jwles;Common;1148;0,007;8,207;26/09/2022 16:06:17
benjamin-epps-season-1-common;Benjamin Epps;Common;1042;0,01;11,138;26/09/2022 12:37:18
sheldon-season-1-common;Sheldon;Common;1289;0,005;5,862;26/09/2022 12:19:14
moji-x-sboy-season-1-common;Moji x Sboy;Common;1348;0,006;7,035;26/09/2022 11:54:15
jeanjass-season-1-common;JeanJass;Common;1048;0,015;17,587;26/09/2022 09:32:16
jeanjass-season-1-common;JeanJass;Common;1493;0,007;8,207;26/09/2022 04:36:14
skuna-season-1-common;Skuna;Common;1008;0,004;4,573;26/09/2022 02:36:20
benjamin-epps-season-1-common;Benjamin Epps;Common;1021;0,009;10,552;26/09/2022 01:19:17
winnterzuko-season-1-common;Winnterzuko;Common;1268;0,005;5,862;26/09/2022 01:19:14
vladimir-cauchemar-season-1-halloween;Vladimir Cauchemar ;Halloween;1625;0,006;7,269;27/11/2022 22:31:14
eden-dillinger-season-1-halloween;Eden Dillinger;Halloween;1682;0,003;3,048;27/11/2022 22:23:14
sheldon-season-1-common;Sheldon;Common;1897;0,002;2,697;27/11/2022 19:22:15
zinee-season-1-halloween;Zinée;Halloween;1833;0,003;3,4;27/11/2022 19:04:14
eden-dillinger-season-1-halloween;Eden Dillinger;Halloween;1994;0,003;2,931;27/11/2022 18:56:13
le-reglement-season-1-halloween;Le Règlement;Halloween;1900;0,004;4,455;27/11/2022 18:49:13
le-reglement-season-1-halloween;Le Règlement;Halloween;1582;0,003;3,166;27/11/2022 18:31:14
vladimir-cauchemar-season-1-halloween;Vladimir Cauchemar ;Halloween;1945;0,006;6,448;27/11/2022 18:29:16
zinee-season-1-halloween;Zinée;Halloween;1694;0,003;3,4;27/11/2022 17:53:12
benjamin-epps-season-1-common;Benjamin Epps;Common;2000;0,002;2,216;27/11/2022 16:40:13
vladimir-cauchemar-season-1-halloween;Vladimir Cauchemar ;Halloween;1938;0,005;6,437;27/11/2022 15:34:14
mahdi-ba-season-1-common;Mahdi Ba;Common;1947;0,002;2,228;27/11/2022 15:26:14
flem-season-1-common;Flem;Common;1967;0,002;2,345;27/11/2022 13:52:13
caballero-season-1-halloween;Caballero;Halloween;1596;0,003;3,986;27/11/2022 13:20:14
deen-burbigo-season-1-common;Deen Burbigo;Common;1959;0,003;3,166;27/11/2022 13:05:13
jewel-usain-season-1-common;Jewel Usain;Common;1977;0,002;2,462;27/11/2022 13:04:14
flem-season-1-common;Flem;Common;1988;0,002;2,814;27/11/2022 12:48:14
livai-season-1-common;Livaï;Common;1609;0,002;2,345;27/11/2022 12:39:14
mahdi-ba-season-1-common;Mahdi Ba;Common;1952;0,002;1,993;27/11/2022 11:16:15
lycos-season-1-common;Lycos;Common;1965;0,002;1,981;27/11/2022 08:24:15
mahdi-ba-season-1-common;Mahdi Ba;Common;1936;0,002;1,935;27/11/2022 06:56:14
le-reglement-season-1-halloween;Le Règlement;Halloween;1902;0,004;4,549;27/11/2022 01:50:13
jeanjass-season-1-halloween;JeanJass;Halloween;1982;0,003;3,752;27/11/2022 00:27:14
zinee-season-1-halloween;Zinée;Halloween;1693;0,003;3,166;26/11/2022 23:39:15
rowjay-season-1-common;Rowjay;Common;1924;0,043;50,415;26/11/2022 22:28:16
jeanjass-season-1-common;JeanJass;Common;1937;0,003;3,869;26/11/2022 22:07:14
jwles-season-1-common;Jwles;Common;1981;0,001;1,313;26/11/2022 21:27:13
winnterzuko-season-1-common;Winnterzuko;Common;1925;0,005;5,276;26/11/2022 21:23:16
le-reglement-season-1-common;Le Règlement;Common;1914;0,004;4,104;26/11/2022 21:14:14
jeanjass-season-1-halloween;JeanJass;Halloween;1964;0,004;4,221;26/11/2022 21:00:19
sheldon-season-1-common;Sheldon;Common;1977;0,002;2,345;26/11/2022 20:41:14
youv-dee-season-1-halloween;Youv Dee;Halloween;1665;0,003;3,4;26/11/2022 19:55:15
lycos-season-1-common;Lycos;Common;1964;0,002;2,216;26/11/2022 19:37:13
caballero-season-1-common;Caballero;Common;1979;0,003;3,517;26/11/2022 18:40:25
jeanjass-season-1-common;JeanJass;Common;1932;0,003;3,013;26/11/2022 17:59:31
so-la-lune-season-1-common;So La Lune;Common;1992;0,004;4,338;26/11/2022 17:25:14
spider-zed-season-1-common;Spider Zed;Common;1988;0,002;1,993;26/11/2022 16:27:14
rowjay-season-1-common;Rowjay;Common;1930;0,002;1,993;26/11/2022 15:13:15
eden-dillinger-season-1-halloween;Eden Dillinger;Halloween;1686;0,003;3,166;26/11/2022 14:49:15
youv-dee-season-1-halloween;Youv Dee;Halloween;1620;0,003;3,517;26/11/2022 14:45:14
spider-zed-season-1-common;Spider Zed;Common;1971;0,002;2,11;26/11/2022 14:06:14
vladimir-cauchemar-season-1-halloween;Vladimir Cauchemar ;Halloween;1785;0,006;7,035;26/11/2022 13:53:13
azur-season-1-common;Azur;Common;1990;0,002;2,11;26/11/2022 13:42:15
flem-season-1-common;Flem;Common;1926;0,003;3,798;26/11/2022 13:20:11
vladimir-cauchemar-season-1-halloween;Vladimir Cauchemar ;Halloween;1881;0,007;7,621;26/11/2022 13:13:15
rowjay-season-1-common;Rowjay;Common;1985;0,001;1,172;26/11/2022 12:48:14
caballero-season-1-halloween;Caballero;Halloween;1525;0,003;3,986;26/11/2022 12:39:12
youv-dee-season-1-common;Youv Dee;Common;1986;0,003;3,986;26/11/2022 12:30:17
mahdi-ba-season-1-common;Mahdi Ba;Common;1955;0,002;2,697;26/11/2022 12:28:16
youv-dee-season-1-common;Youv Dee;Common;1992;0,002;2,697;26/11/2022 12:24:15
benjamin-epps-season-1-common;Benjamin Epps;Common;1954;0,002;2,345;26/11/2022 12:24:14
moji-x-sboy-season-1-common;Moji x Sboy;Common;1927;0,002;2,345;26/11/2022 12:16:16
le-reglement-season-1-halloween;Le Règlement;Halloween;1673;0,005;5,276;26/11/2022 11:43:13
vladimir-cauchemar-season-1-halloween;Vladimir Cauchemar ;Halloween;1777;0,007;7,621;26/11/2022 11:38:18
deen-burbigo-season-1-common;Deen Burbigo;Common;1930;0,004;4,221;26/11/2022 10:35:13
winnterzuko-season-1-common;Winnterzuko;Common;1949;0,003;3,4;26/11/2022 10:02:19
zinee-season-1-common;Zinée;Common;1975;0,003;3,517;26/11/2022 09:46:14
jeanjass-season-1-halloween;JeanJass;Halloween;1614;0,003;3,986;26/11/2022 09:16:14
eden-dillinger-season-1-halloween;Eden Dillinger;Halloween;1814;0,003;3,166;26/11/2022 09:13:14
caballero-season-1-halloween;Caballero;Halloween;1649;0,003;3,986;26/11/2022 09:10:14
le-reglement-season-1-halloween;Le Règlement;Halloween;1581;0,003;3,986;26/11/2022 07:36:13
youv-dee-season-1-halloween;Youv Dee;Halloween;1693;0,003;3,4;26/11/2022 06:52:16
8ruki-season-1-common;8ruki;Common;1630;0,002;1,876;26/11/2022 06:36:14
8ruki-season-1-common;8ruki;Common;1938;0,002;2,11;26/11/2022 02:41:15
vladimir-cauchemar-season-1-halloween;Vladimir Cauchemar ;Halloween;1549;0,006;6,8;25/11/2022 23:58:14
moji-x-sboy-season-1-common;Moji x Sboy;Common;1964;0,002;2,579;25/11/2022 23:19:16
winnterzuko-season-1-halloween;Winnterzuko;Halloween;1948;0,004;4,104;25/11/2022 21:56:22
caballero-season-1-halloween;Caballero;Halloween;1900;0,004;4,455;25/11/2022 21:02:26
eden-dillinger-season-1-halloween;Eden Dillinger;Halloween;1562;0,003;3,048;25/11/2022 20:51:33
vladimir-cauchemar-season-1-halloween;Vladimir Cauchemar ;Halloween;1755;0,005;5,276;25/11/2022 20:26:11
winnterzuko-season-1-common;Winnterzuko;Common;1941;0,003;3,517;25/11/2022 20:18:23
eden-dillinger-season-1-halloween;Eden Dillinger;Halloween;1972;0,002;2,345;25/11/2022 17:38:15
jeanjass-season-1-halloween;JeanJass;Halloween;1970;0,004;4,573;25/11/2022 09:52:13
zuukou-mayzie-season-1-halloween;Zuukou Mayzie;Halloween;1809;0,004;4,619;25/11/2022 09:27:13
rowjay-season-1-common;Rowjay;Common;1617;0,002;2,685;24/11/2022 23:59:14
eden-dillinger-season-1-halloween;Eden Dillinger;Halloween;1680;0,002;2,286;24/11/2022 22:50:14
youv-dee-season-1-halloween;Youv Dee;Halloween;1990;0,003;3,388;24/11/2022 22:05:13
youv-dee-season-1-halloween;Youv Dee;Halloween;1799;0,003;3,048;24/11/2022 20:23:14
caballero-season-1-halloween;Caballero;Halloween;1517;0,003;3,986;24/11/2022 20:20:14
jewel-usain-season-1-common;Jewel Usain;Common;1981;0,003;3,166;24/11/2022 16:02:14
jeanjass-season-1-halloween;JeanJass;Halloween;1726;0,003;3,517;24/11/2022 15:03:13
jmks-season-1-common;JMK$;Common;1887;0,002;2,345;24/11/2022 13:18:15
